Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV02044,C00447,"P00487,P00337",14/05/2025,TKO
INV02045,C00389,"P00362,P00416,P00053",12/01/2025,MK
INV02046,C01277,"P00395,P00493,P00334",13/03/2025,CYB
INV02047,C00393,"P00081,P00146",21/05/2024,ST
INV02048,C00459,"P00132,P00457,P00168,P00204,P00110",05/09/2024,ST
INV02049,C00450,"P00133,P00494",28/11/2024,CYB
INV02050,C01402,"P00319,P00219,P00293,P00221",23/02/2025,MK
INV02051,C00075,"P00241,P00020",18/01/2025,MK
INV02052,C00548,"P00546,P00348,P00459,P00308,P00092",07/05/2024,CYB
INV02053,C01243,"P00176,P00347,P00275",28/03/2024,CYB
INV02054,C01489,"P00540,P00211,P00525,P00343,P00227",04/07/2025,MK
INV02055,C00762,"P00383,P00480,P00270,P00216,P00218",26/04/2025,MK
INV02056,C00328,"P00383,P00480,P00270,P00216,P00045",16/05/2024,CYB
INV02057,C00913,"P00383,P00480,P00270,P00216",18/10/2025,MK
INV02058,C00879,"P00475,P00394,P00302,P00035,P00296",19/06/2024,CYB
INV02059,C00430,"P00136,P00021,P00149,P00439,P00371",22/06/2025,TKO
INV02060,C01218,"P00383,P00480,P00270,P00216",11/05/2025,MK
INV02061,C00440,P00357,21/11/2025,MK
INV02062,C00982,"P00184,P00488,P00364",20/05/2025,MK
INV02063,C00760,"P00037,P00409,P00487",10/08/2024,ST
INV02064,C00873,"P00159,P00214,P00515",02/10/2024,ST
INV02065,C01189,P00320,07/10/2025,MK
INV02066,C01366,"P00432,P00138,P00375,P00174,P00399",30/12/2024,MK
INV02067,C00088,"P00420,P00171,P00328,P00418,P00165",19/04/2024,MK
INV02068,C00723,"P00314,P00386,P00258",30/08/2024,MK
INV02069,C01003,"P00383,P00480,P00270,P00216,P00021",29/03/2025,ST
INV02070,C01138,P00357,01/05/2025,ST
INV02071,C01260,"P00365,P00070",06/07/2024,TKO
INV02072,C00267,"P00480,P00187,P00167",03/03/2025,ST
INV02073,C00972,"P00347,P00229,P00056",13/08/2024,ST
INV02074,C01030,"P00501,P00395,P00037",26/04/2024,MK
INV02075,C00851,"P00303,P00530,P00299,P00242",11/02/2025,CYB
INV02076,C00470,"P00001,P00270,P00536,P00484",12/02/2024,MK
INV02077,C01310,"P00377,P00156,P00230,P00207",07/09/2024,MK
INV02078,C01009,"P00158,P00292",10/04/2025,ST
INV02079,C01349,"P00174,P00541,P00404",07/08/2025,CYB
INV02080,C01383,P00351,17/12/2025,TKO
INV02081,C00030,"P00479,P00343,P00381,P00435",27/10/2024,ST
INV02082,C01348,"P00093,P00398",16/01/2024,CYB
INV02083,C00481,P00134,25/12/2025,ST
INV02084,C00826,"P00535,P00301",26/03/2025,MK
INV02085,C00846,"P00025,P00487,P00177",26/06/2025,CYB
INV02086,C00628,"P00383,P00480,P00270,P00216,P00376",13/05/2025,MK
INV02087,C00077,"P00144,P00046",07/04/2025,TKO
INV02088,C00929,"P00373,P00500,P00360,P00192,P00182",05/04/2025,CYB
INV02089,C00787,"P00455,P00367,P00408",04/01/2024,CYB
INV02090,C00847,"P00383,P00480,P00270,P00216",01/03/2025,TKO
INV02091,C01123,"P00383,P00480,P00270,P00216,P00174",06/12/2025,CYB
INV02092,C01274,P00450,12/04/2025,MK
INV02093,C00562,"P00383,P00480,P00270,P00216,P00175",03/01/2025,CYB
INV02094,C00891,"P00334,P00098,P00443,P00501",20/10/2025,TKO
INV02095,C01191,"P00121,P00115,P00081",21/05/2025,MK
INV02096,C00583,"P00160,P00294,P00134,P00064",03/06/2024,ST
INV02097,C00068,P00503,02/02/2025,TKO
INV02098,C01026,"P00383,P00480,P00270,P00216,P00161",26/02/2024,MK
INV02099,C00427,"P00424,P00002,P00440",24/01/2024,TKO
INV02100,C00293,"P00494,P00285,P00500,P00020,P00518",21/03/2024,TKO
INV02101,C00072,"P00383,P00480,P00270,P00216,P00495",21/02/2024,CYB
INV02102,C00634,P00088,31/08/2024,ST
INV02103,C00945,"P00278,P00005,P00094,P00399",04/03/2024,ST
INV02104,C00847,"P00383,P00480,P00270,P00216,P00232,P00041",02/06/2025,CYB
INV02105,C01426,"P00328,P00271,P00388,P00506",14/04/2024,ST
INV02106,C01485,"P00431,P00524",18/06/2024,ST
INV02107,C01001,"P00349,P00519,P00289,P00258",19/08/2024,CYB
INV02108,C00186,"P00197,P00412,P00049,P00345,P00162",04/01/2025,CYB
INV02109,C01098,"P00383,P00480,P00270,P00216",04/02/2024,CYB
INV02110,C00962,"P00544,P00413",01/04/2024,MK
INV02111,C00271,"P00047,P00216,P00456,P00010",21/02/2024,ST
INV02112,C01309,"P00180,P00278,P00261",18/09/2024,MK
INV02113,C00612,"P00346,P00504,P00316,P00356",14/11/2024,CYB
INV02114,C00970,"P00383,P00480,P00270,P00216",27/01/2025,MK
INV02115,C01294,"P00385,P00175,P00314,P00038",24/03/2025,CYB
INV02116,C00703,"P00005,P00429,P00262,P00080,P00033",31/12/2024,TKO
INV02117,C00729,"P00383,P00480,P00270,P00216,P00430",06/07/2025,MK
INV02118,C01411,"P00383,P00480,P00270,P00216,P00316,P00249",11/02/2025,CYB
INV02119,C00850,"P00128,P00451,P00102,P00367,P00138",08/08/2025,MK
INV02120,C00676,P00224,25/04/2024,ST
INV02121,C00185,"P00262,P00185,P00066,P00002",08/01/2024,MK
INV02122,C00945,P00471,13/08/2024,TKO
INV02123,C01269,"P00105,P00007",20/07/2024,CYB
INV02124,C01510,P00401,21/10/2024,MK
INV02125,C00476,"P00178,P00032,P00451",19/02/2025,TKO
INV02126,C01282,"P00383,P00480,P00270,P00216,P00257",27/04/2025,TKO
INV02127,C00844,P00280,11/06/2025,MK
INV02128,C00531,"P00241,P00050,P00527,P00029,P00468",12/08/2024,MK
INV02129,C00726,"P00324,P00127",26/10/2025,CYB
INV02130,C01135,"P00383,P00480,P00270,P00216,P00156,P00340",19/12/2024,CYB
INV02131,C00065,"P00362,P00284,P00537,P00109",09/10/2025,ST
INV02132,C00956,"P00352,P00487,P00517",09/10/2025,ST
INV02133,C01237,"P00383,P00480,P00270,P00216",08/08/2024,MK
INV02134,C00698,"P00383,P00480,P00270,P00216,P00250",03/03/2024,ST
INV02135,C01114,"P00303,P00343,P00533,P00332",08/01/2024,CYB
INV02136,C00516,P00004,26/04/2024,TKO
INV02137,C00840,"P00285,P00296",24/05/2024,CYB
INV02138,C01309,"P00495,P00011,P00297,P00025,P00005",10/06/2025,ST
INV02139,C01328,"P00383,P00480,P00270,P00216",01/06/2024,ST
INV02140,C01204,"P00160,P00447",22/06/2024,CYB
INV02141,C00327,"P00383,P00480,P00270,P00216,P00524,P00441",15/03/2025,MK
INV02142,C00279,"P00422,P00421,P00478",30/07/2024,TKO
INV02143,C00911,"P00182,P00271",03/05/2024,CYB
INV02144,C00238,"P00126,P00320",19/05/2024,CYB
INV02145,C00178,"P00155,P00153,P00119,P00312",14/05/2025,ST
INV02146,C00371,"P00135,P00172,P00346,P00171",04/01/2025,CYB
INV02147,C00634,"P00358,P00076,P00458,P00303",29/12/2024,CYB
INV02148,C01295,"P00223,P00136",24/09/2024,CYB
INV02149,C00267,P00206,20/05/2025,CYB
INV02150,C00987,"P00262,P00261,P00322,P00351",03/10/2025,ST
INV02151,C01214,"P00117,P00018,P00230,P00459,P00448",24/05/2024,MK
INV02152,C00440,"P00039,P00520,P00480",23/06/2024,MK
INV02153,C01058,"P00511,P00300,P00124,P00017,P00334",20/03/2024,CYB
INV02154,C00597,"P00091,P00188,P00510,P00255",23/03/2025,ST
INV02155,C01219,"P00383,P00480,P00270,P00216,P00136,P00109",26/12/2024,MK
INV02156,C00541,"P00452,P00134,P00340,P00136,P00391",12/07/2025,ST
INV02157,C00414,"P00383,P00480,P00270,P00216,P00044,P00349",19/06/2024,MK
INV02158,C00791,P00406,06/02/2024,MK
INV02159,C01005,"P00281,P00145,P00545,P00310,P00068",04/09/2024,MK
INV02160,C01456,"P00362,P00129,P00069,P00473,P00521",10/06/2024,MK
INV02161,C01001,"P00013,P00089,P00392,P00048",13/04/2024,CYB
INV02162,C01079,"P00383,P00480,P00270,P00216",13/05/2024,MK
INV02163,C00053,"P00383,P00480,P00270,P00216,P00325",17/11/2025,CYB
INV02164,C00499,"P00301,P00119,P00022",17/01/2024,MK
INV02165,C00493,"P00383,P00480,P00270,P00216",09/12/2024,ST
INV02166,C01001,"P00012,P00049,P00177,P00394",08/06/2024,MK
INV02167,C00214,"P00521,P00123,P00378,P00439",21/11/2024,CYB
INV02168,C01066,"P00383,P00480,P00270,P00216",16/08/2024,TKO
INV02169,C01277,"P00383,P00480,P00270,P00216",27/08/2025,MK
INV02170,C00921,"P00409,P00361,P00001",09/01/2024,ST
INV02171,C00809,"P00383,P00480,P00270,P00216,P00044",18/04/2024,TKO
INV02172,C01113,"P00383,P00480,P00270,P00216",11/01/2024,MK
INV02173,C01138,"P00125,P00234,P00405,P00257",07/08/2025,TKO
INV02174,C00942,"P00022,P00190,P00466,P00384,P00137",26/05/2024,TKO
INV02175,C00140,"P00001,P00190,P00233,P00302",29/07/2025,MK
INV02176,C01500,"P00236,P00002,P00355,P00439",20/01/2025,TKO
INV02177,C01073,"P00222,P00510,P00218,P00259,P00521",26/02/2024,TKO
INV02178,C00434,"P00315,P00506",23/06/2024,CYB
INV02179,C00283,P00200,12/04/2025,TKO
INV02180,C00292,"P00383,P00480,P00270,P00216,P00141,P00055",20/01/2024,CYB
INV02181,C00587,"P00269,P00359,P00097",17/01/2024,ST
INV02182,C01317,"P00307,P00069,P00421",04/04/2024,CYB
INV02183,C00358,"P00084,P00153,P00525",09/11/2025,ST
INV02184,C01072,"P00383,P00480,P00270,P00216,P00061,P00280",14/07/2024,MK
INV02185,C00469,"P00367,P00455",21/12/2025,MK
INV02186,C00054,"P00302,P00543,P00166,P00479",28/06/2025,CYB
INV02187,C00072,"P00315,P00501,P00401,P00352",07/01/2025,CYB
INV02188,C01438,"P00405,P00111",25/12/2024,TKO
INV02189,C01025,"P00383,P00480,P00270,P00216",20/08/2024,TKO
INV02190,C00593,"P00350,P00065",26/03/2024,MK
INV02191,C00574,P00419,31/05/2024,MK
INV02192,C00889,"P00340,P00041,P00238,P00379,P00006",06/08/2024,CYB
INV02193,C00402,P00125,16/08/2025,CYB
INV02194,C00644,"P00383,P00484,P00469,P00380,P00182",07/09/2024,CYB
INV02195,C00851,"P00174,P00189,P00279,P00549,P00342",17/05/2025,CYB
INV02196,C00534,P00432,11/10/2024,CYB
INV02197,C00365,"P00506,P00037",28/04/2024,CYB
INV02198,C00224,"P00020,P00154,P00153,P00466",23/01/2025,ST
INV02199,C01217,"P00286,P00018",27/09/2025,MK
INV02200,C00374,"P00119,P00057",01/04/2025,MK
INV02201,C01288,"P00342,P00052",22/05/2025,CYB
INV02202,C00569,"P00410,P00351,P00452,P00295",28/08/2025,CYB
INV02203,C00231,"P00036,P00517,P00098,P00176",27/02/2025,MK
INV02204,C00937,"P00491,P00226,P00317,P00140,P00540",01/02/2025,TKO
INV02205,C00009,"P00232,P00392,P00185,P00297",01/02/2024,ST
INV02206,C00918,"P00230,P00390,P00126",12/02/2024,CYB
INV02207,C00462,"P00276,P00382",01/03/2024,CYB
INV02208,C00674,"P00478,P00210,P00410,P00474",01/11/2024,CYB
INV02209,C01307,"P00306,P00001,P00022,P00141,P00203",10/07/2025,MK
INV02210,C01354,"P00446,P00260",15/04/2024,CYB
INV02211,C00752,"P00463,P00265,P00412",01/01/2024,CYB
INV02212,C01324,"P00383,P00480,P00270,P00216",14/06/2025,CYB
INV02213,C00286,"P00350,P00186,P00382",28/02/2025,MK
INV02214,C00382,P00174,24/06/2025,ST
INV02215,C00093,"P00312,P00034,P00328",11/10/2024,CYB
INV02216,C00903,"P00064,P00473",22/08/2024,ST
INV02217,C00420,"P00383,P00480,P00270,P00216,P00531",03/12/2025,CYB
INV02218,C01230,"P00404,P00252",23/05/2025,MK
INV02219,C01323,"P00383,P00480,P00270,P00216,P00291,P00079",15/11/2024,TKO
INV02220,C00958,"P00383,P00480,P00270,P00216",01/04/2024,ST
INV02221,C00172,P00246,29/10/2024,ST
INV02222,C01218,"P00383,P00480,P00270,P00216,P00338",08/07/2024,TKO
INV02223,C00446,"P00148,P00284,P00327,P00428,P00385",07/08/2025,TKO
INV02224,C01477,"P00018,P00524,P00541",28/10/2025,ST
INV02225,C00976,P00107,09/09/2024,MK
INV02226,C00344,"P00276,P00362,P00372,P00245,P00109",24/02/2025,TKO
INV02227,C00154,P00360,25/12/2025,MK
INV02228,C01262,"P00144,P00011,P00391,P00469,P00183",10/10/2024,MK
INV02229,C00818,P00516,11/06/2024,CYB
INV02230,C01451,"P00426,P00242,P00317,P00431",16/10/2024,ST
INV02231,C00377,"P00041,P00453,P00487",24/02/2025,TKO
INV02232,C00236,"P00214,P00359,P00476",30/04/2025,ST
INV02233,C00076,"P00162,P00171,P00119,P00030",10/08/2024,CYB
INV02234,C00481,"P00383,P00480,P00270,P00216,P00090",05/12/2024,ST
INV02235,C00550,"P00013,P00211,P00029,P00044",29/08/2024,CYB
INV02236,C00654,"P00448,P00365,P00465",12/03/2025,ST
INV02237,C00979,"P00383,P00480,P00270,P00216",15/12/2025,TKO
INV02238,C01386,P00028,03/02/2024,MK
INV02239,C00992,"P00443,P00107,P00298",19/11/2024,MK
INV02240,C00725,"P00030,P00467,P00453",03/02/2025,ST
INV02241,C00182,"P00506,P00220,P00341,P00255,P00390",22/07/2025,CYB
INV02242,C00318,"P00512,P00252",05/09/2025,MK
INV02243,C00901,"P00383,P00480,P00270,P00216,P00131",19/12/2025,TKO
INV02244,C00176,"P00012,P00441,P00017,P00501,P00216",21/02/2025,CYB
INV02245,C00179,P00204,28/03/2025,CYB
INV02246,C01020,"P00528,P00451",25/12/2025,CYB
INV02247,C01299,"P00184,P00362,P00499",05/12/2024,MK
INV02248,C01197,"P00435,P00336",02/07/2025,MK
INV02249,C01423,"P00383,P00480,P00270,P00216,P00207,P00157",27/05/2024,TKO
INV02250,C00874,"P00516,P00507,P00338,P00306,P00242",01/03/2024,CYB
INV02251,C00350,"P00453,P00143",11/04/2025,MK
INV02252,C00438,"P00383,P00480,P00270,P00216,P00347",29/07/2024,ST
INV02253,C00169,"P00303,P00152",20/02/2025,ST
INV02254,C00863,"P00518,P00114,P00160,P00175",25/12/2024,CYB
INV02255,C01120,"P00273,P00163,P00423,P00046,P00287",27/07/2025,MK
INV02256,C00373,"P00246,P00466,P00287",26/07/2025,TKO
INV02257,C00969,"P00383,P00480,P00270,P00216",31/10/2024,ST
INV02258,C00559,"P00160,P00485",16/10/2024,TKO
INV02259,C00308,"P00383,P00480,P00270,P00216,P00313,P00117",29/03/2024,TKO
INV02260,C00460,"P00383,P00480,P00270,P00216,P00142,P00086",23/02/2025,ST
INV02261,C00846,"P00256,P00084,P00180",07/08/2025,MK
INV02262,C01491,"P00154,P00292,P00259,P00090,P00116",11/01/2025,CYB
INV02263,C00498,"P00261,P00028,P00225,P00297",08/01/2024,TKO
INV02264,C00684,"P00487,P00087",18/07/2024,TKO
INV02265,C00378,"P00133,P00510,P00095,P00326,P00522",10/10/2025,MK
INV02266,C01236,P00493,10/01/2024,CYB
INV02267,C01329,"P00383,P00480,P00270,P00216,P00525,P00145",13/02/2024,MK
INV02268,C00994,"P00383,P00480,P00270,P00216,P00308,P00428",05/06/2024,CYB
INV02269,C00507,"P00372,P00104,P00362,P00093,P00055",23/07/2025,MK
INV02270,C00515,"P00002,P00075,P00361,P00259,P00539",01/02/2025,ST
INV02271,C01498,"P00254,P00067,P00357,P00227",13/08/2025,MK
INV02272,C00413,"P00383,P00480,P00270,P00216",25/01/2025,MK
INV02273,C00033,"P00549,P00161",16/04/2024,MK
INV02274,C01110,"P00162,P00517,P00460,P00183,P00240",10/12/2024,ST
INV02275,C00270,"P00365,P00194,P00119,P00477,P00049",18/09/2025,ST
INV02276,C00359,"P00383,P00480,P00270,P00216",27/04/2024,CYB
INV02277,C00387,"P00204,P00280,P00261,P00465",29/01/2025,MK
INV02278,C01352,"P00338,P00287,P00473,P00100,P00279",03/02/2024,CYB
INV02279,C00923,P00110,14/09/2025,MK
INV02280,C00904,"P00383,P00480,P00270,P00216,P00522",12/04/2024,MK
INV02281,C00669,"P00057,P00072,P00197,P00148",22/09/2025,CYB
INV02282,C01057,"P00383,P00480,P00270,P00216",05/01/2024,MK
INV02283,C00209,"P00151,P00300,P00471,P00270",12/08/2024,MK
INV02284,C01395,"P00097,P00430,P00397",16/12/2024,MK
INV02285,C00814,"P00282,P00374",12/03/2025,TKO
INV02286,C00147,"P00222,P00258,P00347,P00284",30/06/2024,CYB
INV02287,C01324,P00460,11/01/2024,TKO
INV02288,C00650,"P00164,P00226,P00317,P00234,P00005",04/01/2025,CYB
INV02289,C00158,P00311,13/08/2025,TKO
INV02290,C00914,"P00383,P00480,P00270,P00216,P00016",25/07/2024,MK
INV02291,C01188,"P00383,P00480,P00270,P00216",02/05/2025,MK
INV02292,C01099,"P00206,P00338,P00144,P00387",10/05/2024,TKO
INV02293,C00572,"P00387,P00195,P00345,P00388",29/10/2025,CYB
INV02294,C00274,"P00440,P00466",09/11/2025,MK
INV02295,C00435,"P00173,P00393,P00456,P00163",19/11/2025,TKO
INV02296,C00900,"P00230,P00155,P00529,P00034",05/12/2024,MK
INV02297,C01457,"P00383,P00480,P00270,P00216",11/07/2024,CYB
INV02298,C00827,"P00383,P00480,P00270,P00216,P00099,P00195",17/12/2025,MK
INV02299,C01095,"P00468,P00432,P00128,P00075,P00195",12/05/2025,TKO
INV02300,C00048,"P00068,P00356",10/10/2025,MK
INV02301,C01362,"P00383,P00480,P00270,P00216,P00051,P00519",17/10/2024,MK
INV02302,C00105,"P00383,P00480,P00270,P00216,P00123",11/01/2025,TKO
INV02303,C01015,"P00383,P00480,P00270,P00216,P00454,P00348",23/08/2025,TKO
INV02304,C00277,"P00373,P00406,P00475,P00379,P00300",18/03/2024,MK
INV02305,C01429,"P00326,P00215,P00069,P00225",06/04/2025,ST
INV02306,C00118,P00099,19/02/2025,CYB
INV02307,C01298,"P00383,P00480,P00270,P00216,P00365,P00055",02/10/2024,CYB
INV02308,C00189,P00145,03/01/2025,CYB
INV02309,C01274,P00420,20/06/2025,CYB
INV02310,C00564,"P00383,P00480,P00270,P00216,P00287,P00528",08/09/2024,ST
INV02311,C00234,"P00383,P00480,P00270,P00216,P00357",29/04/2024,CYB
INV02312,C01115,"P00071,P00088,P00319,P00419",24/09/2025,CYB
INV02313,C01435,"P00383,P00480,P00270,P00216,P00255,P00072",16/04/2024,CYB
INV02314,C00020,"P00004,P00528,P00363,P00219",16/01/2024,MK
INV02315,C00933,"P00065,P00292,P00242,P00347",07/01/2024,MK
INV02316,C01320,"P00284,P00540,P00458,P00502",17/05/2025,TKO
INV02317,C01354,"P00383,P00480,P00270,P00216,P00085",25/09/2025,MK
INV02318,C00176,"P00515,P00178,P00464,P00134",18/06/2025,CYB
INV02319,C00124,"P00512,P00500,P00308",05/11/2025,TKO
INV02320,C00162,P00072,03/04/2024,MK
INV02321,C00918,P00330,23/08/2024,MK
INV02322,C01470,P00144,02/07/2024,ST
INV02323,C00371,"P00329,P00411,P00311,P00275,P00522",08/09/2025,MK
INV02324,C01134,"P00244,P00315,P00360",20/10/2024,MK
INV02325,C00981,"P00383,P00480,P00270,P00216,P00393",31/10/2024,MK
INV02326,C01218,"P00383,P00480,P00270,P00216",01/02/2024,MK
INV02327,C00526,"P00195,P00453,P00480",18/04/2025,CYB
INV02328,C01297,"P00383,P00480,P00270,P00216,P00218",07/10/2024,ST
INV02329,C00848,"P00080,P00324,P00483,P00179",19/10/2024,CYB
INV02330,C01313,"P00186,P00430,P00467,P00103",24/03/2025,MK
INV02331,C00176,"P00333,P00147,P00093,P00294,P00120",20/05/2025,MK
INV02332,C00792,"P00289,P00514,P00260",14/12/2025,TKO
INV02333,C00630,"P00383,P00480,P00270,P00216,P00079,P00397",08/07/2025,CYB
INV02334,C00375,P00188,19/01/2024,CYB
INV02335,C00772,"P00186,P00129,P00508,P00078",01/06/2024,ST
INV02336,C01347,"P00242,P00063",24/03/2025,CYB
INV02337,C00744,"P00383,P00480,P00270,P00216,P00110",23/07/2025,MK
INV02338,C00236,"P00054,P00174,P00354",16/04/2024,ST
INV02339,C00497,"P00318,P00421,P00414",14/05/2025,TKO
INV02340,C00850,"P00078,P00203,P00416,P00033",03/02/2024,CYB
INV02341,C01376,"P00017,P00054",21/05/2025,CYB
INV02342,C01475,"P00216,P00135,P00425",24/10/2024,CYB
INV02343,C01344,"P00383,P00480,P00270,P00216",07/03/2025,MK
INV02344,C00135,"P00299,P00269,P00118,P00537,P00506",28/06/2025,MK
INV02345,C00009,"P00192,P00466",01/08/2025,MK
INV02346,C00022,"P00415,P00126,P00260,P00480,P00168",07/05/2024,TKO
INV02347,C00790,"P00121,P00001,P00413,P00039,P00283",29/06/2024,TKO
INV02348,C01477,"P00373,P00042,P00534,P00322,P00375",17/05/2024,MK
INV02349,C00272,P00279,07/08/2025,CYB
INV02350,C01124,P00538,22/09/2025,CYB
INV02351,C00561,"P00008,P00273",25/05/2025,CYB
INV02352,C00606,P00428,10/09/2025,MK
INV02353,C00676,"P00062,P00202,P00333,P00491",16/01/2024,MK
INV02354,C00773,"P00509,P00469",28/05/2025,MK
INV02355,C00281,"P00383,P00480,P00270,P00216,P00130,P00116",13/04/2024,MK
INV02356,C00047,"P00317,P00081,P00292,P00336",27/07/2025,MK
INV02357,C00656,"P00509,P00413,P00074,P00289,P00077",23/08/2024,MK
INV02358,C00644,"P00383,P00480,P00270,P00216,P00153,P00170",17/08/2024,CYB
INV02359,C00138,"P00383,P00480,P00270,P00216,P00388",05/07/2025,MK
INV02360,C01230,"P00193,P00253",25/05/2025,MK
INV02361,C00793,P00233,21/02/2024,MK
INV02362,C00840,"P00060,P00102,P00415,P00173,P00168",18/07/2024,CYB
INV02363,C01407,"P00383,P00480,P00270,P00216,P00469",10/12/2024,MK
INV02364,C00128,"P00159,P00131,P00282,P00368,P00424",19/04/2024,CYB
INV02365,C00879,"P00383,P00480,P00270,P00216,P00485,P00224",22/04/2025,CYB
INV02366,C00616,"P00089,P00431,P00386",10/05/2025,ST
INV02367,C00498,"P00383,P00480,P00270,P00216,P00450,P00294",14/02/2024,MK
INV02368,C01440,"P00391,P00217,P00043,P00394,P00477",03/09/2025,CYB
INV02369,C00073,"P00162,P00217",31/12/2024,CYB
INV02370,C00677,"P00383,P00480,P00270,P00216,P00200,P00330",20/01/2024,MK
INV02371,C00536,"P00390,P00382",10/10/2025,MK
INV02372,C00975,"P00448,P00158",08/11/2025,MK
INV02373,C00421,"P00301,P00399,P00332,P00421,P00261",17/12/2024,MK
INV02374,C01170,"P00152,P00401",05/11/2025,MK
INV02375,C01203,"P00239,P00092,P00233,P00052,P00204",25/11/2025,ST
INV02376,C00539,P00194,07/06/2024,MK
INV02377,C00845,"P00531,P00216,P00442,P00405",26/05/2025,ST
INV02378,C00249,"P00303,P00008,P00005",11/04/2024,CYB
INV02379,C01086,"P00383,P00480,P00270,P00216,P00201,P00392",21/04/2025,CYB
INV02380,C00955,"P00516,P00266,P00129",14/08/2025,ST
INV02381,C00795,"P00427,P00008",06/10/2025,ST
INV02382,C00856,"P00116,P00368,P00383,P00504",17/06/2024,ST
INV02383,C01234,P00258,17/05/2025,TKO
INV02384,C01059,"P00383,P00480,P00270,P00216",13/11/2024,CYB
INV02385,C00841,"P00301,P00272,P00536,P00358,P00162",28/07/2025,MK
INV02386,C01430,P00348,18/01/2024,TKO
INV02387,C00055,"P00383,P00480,P00270,P00216,P00023",20/10/2025,CYB
INV02388,C00183,"P00328,P00295,P00407",24/02/2025,CYB
INV02389,C01033,"P00404,P00356,P00532",16/05/2024,MK
INV02390,C00894,"P00309,P00051,P00318,P00261,P00012",10/12/2025,ST
INV02391,C00311,"P00383,P00480,P00270,P00216,P00163,P00045",30/04/2025,CYB
INV02392,C01023,"P00352,P00382,P00474,P00357,P00504",21/08/2025,MK
INV02393,C01378,"P00412,P00493",16/11/2025,MK
INV02394,C00958,"P00309,P00515,P00371",25/08/2025,CYB
INV02395,C00098,"P00383,P00480,P00270,P00216",15/12/2025,TKO
INV02396,C00471,"P00383,P00480,P00270,P00216,P00150,P00088",13/01/2025,MK
INV02397,C00654,"P00035,P00545",31/10/2024,TKO
INV02398,C01109,"P00045,P00386,P00389,P00238",30/06/2024,ST
INV02399,C00743,"P00384,P00365,P00192,P00165,P00324",05/11/2024,MK
INV02400,C01058,P00518,06/06/2025,CYB
INV02401,C00361,"P00383,P00480,P00270,P00216,P00523",26/06/2025,TKO
INV02402,C00153,"P00457,P00389,P00387,P00188,P00472",03/07/2024,MK
INV02403,C01263,P00164,06/11/2025,CYB
INV02404,C00879,"P00196,P00489",13/05/2025,ST
INV02405,C00193,"P00078,P00248",27/11/2025,ST
INV02406,C00445,P00465,19/01/2024,ST
INV02407,C00943,"P00383,P00480,P00270,P00216,P00068",29/01/2024,ST
INV02408,C00701,"P00262,P00191",06/04/2024,TKO
INV02409,C00744,P00515,26/10/2025,ST
INV02410,C00271,"P00524,P00387,P00446,P00539",09/01/2025,CYB
INV02411,C01215,"P00192,P00191,P00205,P00407",08/05/2025,MK
INV02412,C01006,"P00445,P00387,P00314,P00020",06/03/2025,CYB
INV02413,C00961,"P00049,P00184",22/11/2025,ST
INV02414,C01480,"P00383,P00480,P00270,P00216,P00126,P00320",26/09/2024,MK
INV02415,C00858,"P00059,P00392,P00512,P00379,P00413",05/06/2025,ST
INV02416,C01012,P00170,17/05/2024,TKO
INV02417,C00262,"P00541,P00493,P00268,P00473",29/06/2024,ST
INV02418,C00570,P00110,26/04/2025,TKO
INV02419,C00917,"P00024,P00529,P00468,P00302",13/01/2025,TKO
INV02420,C00648,"P00250,P00361,P00288,P00313",22/10/2024,MK
INV02421,C01280,"P00383,P00480,P00270,P00216,P00308",16/05/2025,CYB
INV02422,C00084,"P00383,P00480,P00270,P00216,P00470,P00133",14/02/2025,MK
INV02423,C00980,"P00412,P00182,P00279",21/04/2025,CYB
INV02424,C01385,P00275,13/12/2024,CYB
INV02425,C00699,"P00538,P00104",13/05/2025,CYB
INV02426,C00836,"P00190,P00089",29/12/2025,CYB
INV02427,C01036,"P00414,P00146,P00343",06/10/2025,CYB
INV02428,C01445,"P00383,P00480,P00270,P00216",27/04/2025,MK
INV02429,C01454,"P00326,P00184",21/02/2024,TKO
INV02430,C00704,"P00383,P00480,P00270,P00216,P00133",17/05/2025,CYB
INV02431,C00582,"P00383,P00480,P00270,P00216",01/01/2025,TKO
INV02432,C00234,"P00540,P00299,P00505,P00070,P00035",16/03/2025,MK
INV02433,C00759,"P00507,P00372,P00516,P00125",10/02/2024,CYB
INV02434,C00401,"P00383,P00480,P00270,P00216",28/07/2025,MK
INV02435,C00787,P00531,10/12/2025,MK
INV02436,C00868,"P00413,P00246,P00158,P00061",26/07/2024,MK
INV02437,C00785,"P00020,P00409",04/05/2025,CYB
INV02438,C00095,"P00011,P00282,P00527,P00123",25/01/2024,CYB
INV02439,C00347,"P00226,P00213,P00466",05/02/2024,ST
INV02440,C00157,"P00349,P00466,P00329",06/01/2024,TKO
INV02441,C01454,"P00242,P00267,P00281,P00116",29/12/2024,ST
INV02442,C00453,P00494,30/04/2024,MK
INV02443,C00393,"P00306,P00134,P00172",18/07/2025,CYB
INV02444,C00293,"P00383,P00480,P00270,P00216,P00145,P00507",17/02/2025,CYB
INV02445,C01112,P00390,23/11/2025,CYB
INV02446,C01420,"P00213,P00462,P00271,P00129",28/05/2024,CYB
INV02447,C00072,"P00092,P00193,P00415,P00212",27/01/2024,TKO
