Invoice no,Customer id,Invoice date,Shopping mall,Product id,Category,Price,Gender,Age,Payment method
INV02474,C00906,2025-07-06,CYB,P00480,Groceries,74.67,M,45,Credit Card
INV02474,C00906,2025-07-06,CYB,P00270,Groceries,83.92,M,45,Credit Card
INV02474,C00906,2025-07-06,CYB,P00216,Groceries,133.4,M,45,Credit Card
INV02474,C00906,2025-07-06,CYB,P00376,Groceries,131.69,M,45,Credit Card
INV02474,C00906,2025-07-06,CYB,P00265,Toys,66.81,M,45,Credit Card
INV02475,C00942,2025-05-10,TKO,P00383,Groceries,87.52,M,55,Credit Card
INV02475,C00942,2025-05-10,TKO,P00163,Electronics,1714.22,M,55,Credit Card
INV02475,C00942,2025-05-10,TKO,P00092,Books,117.55,M,55,Credit Card
INV02475,C00942,2025-05-10,TKO,P00169,Clothing,307.31,M,55,Credit Card
INV02475,C00942,2025-05-10,TKO,P00446,Groceries,66.6,M,55,Credit Card
INV02476,C01469,2024-05-02,MK,P00073,Toys,76.2,M,47,Mobile Payment
INV02476,C01469,2024-05-02,MK,P00401,Toys,33.44,M,47,Mobile Payment
INV02477,C01070,2024-04-04,MK,P00383,Groceries,87.52,F,71,Credit Card
INV02477,C01070,2024-04-04,MK,P00480,Groceries,74.67,F,71,Credit Card
INV02477,C01070,2024-04-04,MK,P00270,Groceries,83.92,F,71,Credit Card
INV02477,C01070,2024-04-04,MK,P00216,Groceries,133.4,F,71,Credit Card
INV02478,C01351,2025-10-26,CYB,P00383,Groceries,87.52,F,47,Credit Card
INV02478,C01351,2025-10-26,CYB,P00480,Groceries,74.67,F,47,Credit Card
INV02478,C01351,2025-10-26,CYB,P00270,Groceries,83.92,F,47,Credit Card
INV02478,C01351,2025-10-26,CYB,P00216,Groceries,133.4,F,47,Credit Card
INV02479,C00035,2024-04-30,TKO,P00127,Groceries,64.0,M,55,Cash
INV02479,C00035,2024-04-30,TKO,P00356,Electronics,1164.23,M,55,Cash
INV02479,C00035,2024-04-30,TKO,P00180,Toys,76.2,M,55,Cash
INV02479,C00035,2024-04-30,TKO,P00309,Toys,41.03,M,55,Cash
INV02479,C00035,2024-04-30,TKO,P00535,Books,70.89,M,55,Cash
INV02480,C00932,2024-07-30,MK,P00383,Groceries,87.52,F,20,Cash
INV02480,C00932,2024-07-30,MK,P00480,Groceries,74.67,F,20,Cash
INV02480,C00932,2024-07-30,MK,P00270,Groceries,83.92,F,20,Cash
INV02480,C00932,2024-07-30,MK,P00216,Groceries,133.4,F,20,Cash
INV02480,C00932,2024-07-30,MK,P00046,Clothing,296.19,F,20,Cash
INV02480,C00932,2024-07-30,MK,P00019,Clothing,550.48,F,20,Cash
INV02481,C00604,2025-03-26,MK,P00077,Clothing,272.29,M,45,Mobile Payment
INV02481,C00604,2025-03-26,MK,P00079,Groceries,113.91,M,45,Mobile Payment
INV02481,C00604,2025-03-26,MK,P00466,Toys,47.29,M,45,Mobile Payment
INV02481,C00604,2025-03-26,MK,P00479,Books,110.14,M,45,Mobile Payment
INV02481,C00604,2025-03-26,MK,P00542,Clothing,319.9,M,45,Mobile Payment
INV02482,C00914,2025-03-23,MK,P00222,Groceries,124.19,F,47,Credit Card
INV02482,C00914,2025-03-23,MK,P00534,Clothing,549.37,F,47,Credit Card
INV02482,C00914,2025-03-23,MK,P00060,Electronics,2223.34,F,47,Credit Card
INV02483,C01112,2025-03-12,TKO,P00383,Groceries,87.52,F,38,Mobile Payment
INV02483,C01112,2025-03-12,TKO,P00480,Groceries,74.67,F,38,Mobile Payment
INV02483,C01112,2025-03-12,TKO,P00270,Groceries,83.92,F,38,Mobile Payment
INV02483,C01112,2025-03-12,TKO,P00216,Groceries,133.4,F,38,Mobile Payment
INV02483,C01112,2025-03-12,TKO,P00301,Groceries,60.22,F,38,Mobile Payment
INV02484,C00763,2025-01-31,CYB,P00383,Groceries,87.52,M,43,Mobile Payment
INV02484,C00763,2025-01-31,CYB,P00480,Groceries,74.67,M,43,Mobile Payment
INV02484,C00763,2025-01-31,CYB,P00270,Groceries,83.92,M,43,Mobile Payment
INV02484,C00763,2025-01-31,CYB,P00216,Groceries,133.4,M,43,Mobile Payment
INV02485,C00106,2025-04-28,ST,P00219,Electronics,3996.33,F,60,Mobile Payment
INV02486,C00756,2024-11-17,TKO,P00167,Clothing,353.39,M,18,Credit Card
INV02486,C00756,2024-11-17,TKO,P00027,Books,91.46,M,18,Credit Card
INV02486,C00756,2024-11-17,TKO,P00076,Groceries,106.27,M,18,Credit Card
INV02486,C00756,2024-11-17,TKO,P00052,Electronics,1902.56,M,18,Credit Card
INV02487,C00039,2025-02-08,TKO,P00327,Toys,60.38,M,21,Credit Card
INV02487,C00039,2025-02-08,TKO,P00501,Groceries,116.41,M,21,Credit Card
INV02488,C00164,2025-03-24,CYB,P00313,Toys,62.32,F,20,Credit Card
INV02488,C00164,2025-03-24,CYB,P00388,Electronics,904.0,F,20,Credit Card
INV02488,C00164,2025-03-24,CYB,P00172,Groceries,169.85,F,20,Credit Card
INV02489,C01316,2024-08-26,ST,P00384,Electronics,3854.39,F,30,Credit Card
INV02489,C01316,2024-08-26,ST,P00136,Electronics,2259.07,F,30,Credit Card
INV02489,C01316,2024-08-26,ST,P00251,Electronics,2399.52,F,30,Credit Card
INV02490,C00858,2024-10-06,MK,P00383,Groceries,87.52,F,74,Mobile Payment
INV02490,C00858,2024-10-06,MK,P00480,Groceries,74.67,F,74,Mobile Payment
INV02490,C00858,2024-10-06,MK,P00270,Groceries,83.92,F,74,Mobile Payment
INV02490,C00858,2024-10-06,MK,P00216,Groceries,133.4,F,74,Mobile Payment
INV02490,C00858,2024-10-06,MK,P00427,Clothing,416.42,F,74,Mobile Payment
INV02490,C00858,2024-10-06,MK,P00196,Electronics,1067.24,F,74,Mobile Payment
INV02491,C00620,2024-11-02,MK,P00363,Clothing,536.66,M,60,Cash
INV02491,C00620,2024-11-02,MK,P00294,Clothing,129.45,M,60,Cash
INV02491,C00620,2024-11-02,MK,P00040,Groceries,54.51,M,60,Cash
INV02491,C00620,2024-11-02,MK,P00467,Toys,24.45,M,60,Cash
INV02492,C00908,2025-03-25,ST,P00383,Groceries,87.52,M,36,Cash
INV02492,C00908,2025-03-25,ST,P00480,Groceries,74.67,M,36,Cash
INV02492,C00908,2025-03-25,ST,P00270,Groceries,83.92,M,36,Cash
INV02492,C00908,2025-03-25,ST,P00216,Groceries,133.4,M,36,Cash
INV02492,C00908,2025-03-25,ST,P00030,Clothing,564.57,M,36,Cash
INV02492,C00908,2025-03-25,ST,P00135,Groceries,172.0,M,36,Cash
INV02493,C00234,2024-03-20,CYB,P00199,Electronics,3999.2,M,42,Credit Card
INV02493,C00234,2024-03-20,CYB,P00548,Books,80.17,M,42,Credit Card
INV02493,C00234,2024-03-20,CYB,P00085,Electronics,2170.5,M,42,Credit Card
INV02493,C00234,2024-03-20,CYB,P00151,Clothing,533.5,M,42,Credit Card
INV02494,C00375,2025-06-05,CYB,P00383,Groceries,87.52,M,33,Mobile Payment
INV02494,C00375,2025-06-05,CYB,P00480,Groceries,74.67,M,33,Mobile Payment
INV02494,C00375,2025-06-05,CYB,P00270,Groceries,83.92,M,33,Mobile Payment
INV02494,C00375,2025-06-05,CYB,P00216,Groceries,133.4,M,33,Mobile Payment
INV02495,C00555,2024-05-31,ST,P00107,Groceries,155.03,F,69,Mobile Payment
INV02495,C00555,2024-05-31,ST,P00227,Groceries,146.3,F,69,Mobile Payment
INV02495,C00555,2024-05-31,ST,P00001,Groceries,47.93,F,69,Mobile Payment
INV02496,C00667,2024-05-21,MK,P00097,Books,76.91,M,67,Credit Card
INV02496,C00667,2024-05-21,MK,P00045,Clothing,614.87,M,67,Credit Card
INV02496,C00667,2024-05-21,MK,P00387,Toys,42.62,M,67,Credit Card
INV02497,C00322,2024-07-09,ST,P00340,Electronics,2691.45,F,74,Credit Card
INV02497,C00322,2024-07-09,ST,P00029,Electronics,1860.49,F,74,Credit Card
INV02497,C00322,2024-07-09,ST,P00046,Clothing,296.19,F,74,Credit Card
INV02498,C01073,2024-06-05,MK,P00383,Groceries,87.52,M,65,Credit Card
INV02498,C01073,2024-06-05,MK,P00480,Groceries,74.67,M,65,Credit Card
INV02498,C01073,2024-06-05,MK,P00270,Groceries,83.92,M,65,Credit Card
INV02498,C01073,2024-06-05,MK,P00216,Groceries,133.4,M,65,Credit Card
INV02498,C01073,2024-06-05,MK,P00068,Books,99.75,M,65,Credit Card
INV02498,C01073,2024-06-05,MK,P00282,Groceries,118.74,M,65,Credit Card
INV02499,C00671,2024-08-10,MK,P00383,Groceries,87.52,M,29,Mobile Payment
INV02499,C00671,2024-08-10,MK,P00480,Groceries,74.67,M,29,Mobile Payment
INV02499,C00671,2024-08-10,MK,P00270,Groceries,83.92,M,29,Mobile Payment
INV02499,C00671,2024-08-10,MK,P00216,Groceries,133.4,M,29,Mobile Payment
INV02499,C00671,2024-08-10,MK,P00166,Electronics,3701.64,M,29,Mobile Payment
INV02499,C00671,2024-08-10,MK,P00162,Books,71.67,M,29,Mobile Payment
INV02500,C00245,2025-04-11,MK,P00234,Clothing,262.94,M,65,Credit Card
INV02501,C01460,2025-11-23,TKO,P00180,Toys,76.2,F,71,Mobile Payment
INV02501,C01460,2025-11-23,TKO,P00344,Toys,54.02,F,71,Mobile Payment
INV02501,C01460,2025-11-23,TKO,P00346,Electronics,3457.95,F,71,Mobile Payment
INV02502,C00623,2025-04-22,MK,P00070,Toys,34.44,M,49,Mobile Payment
INV02502,C00623,2025-04-22,MK,P00027,Books,91.46,M,49,Mobile Payment
INV02502,C00623,2025-04-22,MK,P00518,Electronics,1478.7,M,49,Mobile Payment
INV02502,C00623,2025-04-22,MK,P00482,Toys,24.17,M,49,Mobile Payment
INV02502,C00623,2025-04-22,MK,P00130,Electronics,2681.71,M,49,Mobile Payment
INV02503,C01328,2024-11-27,CYB,P00464,Toys,63.29,M,61,Credit Card
INV02503,C01328,2024-11-27,CYB,P00444,Electronics,3155.03,M,61,Credit Card
INV02504,C00873,2024-03-24,MK,P00401,Toys,33.44,F,77,Credit Card
INV02505,C01453,2024-11-16,CYB,P00383,Groceries,87.52,F,37,Credit Card
INV02505,C01453,2024-11-16,CYB,P00480,Groceries,74.67,F,37,Credit Card
INV02505,C01453,2024-11-16,CYB,P00270,Groceries,83.92,F,37,Credit Card
INV02505,C01453,2024-11-16,CYB,P00216,Groceries,133.4,F,37,Credit Card
INV02506,C00609,2024-10-28,CYB,P00136,Electronics,2259.07,F,50,Mobile Payment
INV02507,C00634,2024-07-16,MK,P00383,Groceries,87.52,F,70,Credit Card
INV02507,C00634,2024-07-16,MK,P00480,Groceries,74.67,F,70,Credit Card
INV02507,C00634,2024-07-16,MK,P00270,Groceries,83.92,F,70,Credit Card
INV02507,C00634,2024-07-16,MK,P00216,Groceries,133.4,F,70,Credit Card
INV02507,C00634,2024-07-16,MK,P00435,Groceries,69.12,F,70,Credit Card
INV02507,C00634,2024-07-16,MK,P00267,Toys,48.38,F,70,Credit Card
INV02508,C00923,2024-05-15,MK,P00383,Groceries,87.52,M,39,Cash
INV02508,C00923,2024-05-15,MK,P00480,Groceries,74.67,M,39,Cash
INV02508,C00923,2024-05-15,MK,P00270,Groceries,83.92,M,39,Cash
INV02508,C00923,2024-05-15,MK,P00216,Groceries,133.4,M,39,Cash
INV02509,C00836,2024-03-29,CYB,P00383,Groceries,87.52,F,41,Mobile Payment
INV02509,C00836,2024-03-29,CYB,P00480,Groceries,74.67,F,41,Mobile Payment
INV02509,C00836,2024-03-29,CYB,P00270,Groceries,83.92,F,41,Mobile Payment
INV02509,C00836,2024-03-29,CYB,P00216,Groceries,133.4,F,41,Mobile Payment
INV02509,C00836,2024-03-29,CYB,P00256,Electronics,830.45,F,41,Mobile Payment
INV02509,C00836,2024-03-29,CYB,P00291,Clothing,497.27,F,41,Mobile Payment
INV02510,C00333,2024-01-01,MK,P00009,Toys,77.88,M,39,Credit Card
INV02511,C00209,2024-07-29,MK,P00059,Electronics,3306.16,M,54,Cash
INV02511,C00209,2024-07-29,MK,P00547,Groceries,97.78,M,54,Cash
INV02511,C00209,2024-07-29,MK,P00131,Groceries,161.52,M,54,Cash
INV02511,C00209,2024-07-29,MK,P00181,Groceries,131.41,M,54,Cash
INV02512,C00429,2024-05-23,ST,P00254,Toys,62.11,M,47,Mobile Payment
INV02513,C00952,2024-06-07,ST,P00344,Toys,54.02,M,38,Mobile Payment
INV02513,C00952,2024-06-07,ST,P00164,Groceries,139.66,M,38,Mobile Payment
INV02514,C00500,2024-02-03,TKO,P00398,Books,71.37,M,47,Credit Card
INV02514,C00500,2024-02-03,TKO,P00234,Clothing,262.94,M,47,Credit Card
INV02514,C00500,2024-02-03,TKO,P00193,Books,128.96,M,47,Credit Card
INV02514,C00500,2024-02-03,TKO,P00036,Electronics,3039.8,M,47,Credit Card
INV02514,C00500,2024-02-03,TKO,P00197,Groceries,82.22,M,47,Credit Card
INV02515,C01190,2025-12-07,CYB,P00383,Groceries,87.52,F,22,Mobile Payment
INV02515,C01190,2025-12-07,CYB,P00480,Groceries,74.67,F,22,Mobile Payment
INV02515,C01190,2025-12-07,CYB,P00270,Groceries,83.92,F,22,Mobile Payment
INV02515,C01190,2025-12-07,CYB,P00216,Groceries,133.4,F,22,Mobile Payment
INV02516,C01040,2025-08-05,MK,P00343,Electronics,3255.27,M,16,Credit Card
INV02516,C01040,2025-08-05,MK,P00122,Clothing,521.38,M,16,Credit Card
INV02516,C01040,2025-08-05,MK,P00022,Toys,68.11,M,16,Credit Card
INV02516,C01040,2025-08-05,MK,P00438,Books,67.12,M,16,Credit Card
INV02517,C01347,2025-12-29,ST,P00444,Electronics,3155.03,M,43,Cash
INV02518,C01146,2024-02-26,TKO,P00536,Groceries,175.09,M,45,Credit Card
INV02519,C01196,2024-12-20,MK,P00164,Groceries,139.66,M,21,Credit Card
INV02520,C00602,2025-10-03,MK,P00383,Groceries,87.52,M,39,Credit Card
INV02520,C00602,2025-10-03,MK,P00480,Groceries,74.67,M,39,Credit Card
INV02520,C00602,2025-10-03,MK,P00270,Groceries,83.92,M,39,Credit Card
INV02520,C00602,2025-10-03,MK,P00216,Groceries,133.4,M,39,Credit Card
INV02520,C00602,2025-10-03,MK,P00001,Groceries,47.93,M,39,Credit Card
INV02521,C00089,2024-03-06,CYB,P00383,Groceries,87.52,M,56,Credit Card
INV02521,C00089,2024-03-06,CYB,P00480,Groceries,74.67,M,56,Credit Card
INV02521,C00089,2024-03-06,CYB,P00270,Groceries,83.92,M,56,Credit Card
INV02521,C00089,2024-03-06,CYB,P00216,Groceries,133.4,M,56,Credit Card
INV02522,C00037,2025-06-28,MK,P00383,Groceries,87.52,M,43,Mobile Payment
INV02522,C00037,2025-06-28,MK,P00480,Groceries,74.67,M,43,Mobile Payment
INV02522,C00037,2025-06-28,MK,P00270,Groceries,83.92,M,43,Mobile Payment
INV02522,C00037,2025-06-28,MK,P00216,Groceries,133.4,M,43,Mobile Payment
INV02522,C00037,2025-06-28,MK,P00435,Groceries,69.12,M,43,Mobile Payment
INV02523,C01289,2024-07-01,MK,P00383,Groceries,87.52,F,70,Credit Card
INV02523,C01289,2024-07-01,MK,P00480,Groceries,74.67,F,70,Credit Card
INV02523,C01289,2024-07-01,MK,P00270,Groceries,83.92,F,70,Credit Card
INV02523,C01289,2024-07-01,MK,P00216,Groceries,133.4,F,70,Credit Card
INV02523,C01289,2024-07-01,MK,P00447,Toys,75.68,F,70,Credit Card
INV02523,C01289,2024-07-01,MK,P00484,Books,121.17,F,70,Credit Card
INV02524,C00551,2025-11-03,CYB,P00407,Groceries,100.15,F,71,Cash
INV02524,C00551,2025-11-03,CYB,P00342,Books,71.67,F,71,Cash
INV02524,C00551,2025-11-03,CYB,P00400,Electronics,1152.36,F,71,Cash
INV02525,C00819,2025-03-10,MK,P00242,Groceries,155.43,F,29,Mobile Payment
INV02525,C00819,2025-03-10,MK,P00485,Toys,83.54,F,29,Mobile Payment
INV02526,C01190,2024-03-16,TKO,P00145,Books,111.31,F,22,Mobile Payment
INV02526,C01190,2024-03-16,TKO,P00031,Toys,37.52,F,22,Mobile Payment
INV02526,C01190,2024-03-16,TKO,P00269,Groceries,165.74,F,22,Mobile Payment
INV02526,C01190,2024-03-16,TKO,P00090,Books,89.99,F,22,Mobile Payment
INV02526,C01190,2024-03-16,TKO,P00351,Books,94.15,F,22,Mobile Payment
INV02527,C00066,2024-11-28,TKO,P00383,Groceries,87.52,M,27,Cash
INV02527,C00066,2024-11-28,TKO,P00480,Groceries,74.67,M,27,Cash
INV02527,C00066,2024-11-28,TKO,P00270,Groceries,83.92,M,27,Cash
INV02527,C00066,2024-11-28,TKO,P00216,Groceries,133.4,M,27,Cash
INV02528,C01281,2024-01-18,CYB,P00383,Groceries,87.52,M,66,Credit Card
INV02528,C01281,2024-01-18,CYB,P00480,Groceries,74.67,M,66,Credit Card
INV02528,C01281,2024-01-18,CYB,P00270,Groceries,83.92,M,66,Credit Card
INV02528,C01281,2024-01-18,CYB,P00216,Groceries,133.4,M,66,Credit Card
INV02528,C01281,2024-01-18,CYB,P00299,Books,87.81,M,66,Credit Card
INV02529,C00959,2025-03-11,ST,P00151,Clothing,533.5,F,44,Credit Card
INV02529,C00959,2025-03-11,ST,P00221,Clothing,509.31,F,44,Credit Card
INV02529,C00959,2025-03-11,ST,P00068,Books,99.75,F,44,Credit Card
INV02529,C00959,2025-03-11,ST,P00089,Clothing,352.28,F,44,Credit Card
INV02530,C01230,2024-10-25,CYB,P00235,Groceries,79.39,M,66,Credit Card
INV02531,C00390,2025-10-11,MK,P00262,Groceries,66.99,F,74,Credit Card
INV02531,C00390,2025-10-11,MK,P00485,Toys,83.54,F,74,Credit Card
INV02531,C00390,2025-10-11,MK,P00073,Toys,76.2,F,74,Credit Card
INV02531,C00390,2025-10-11,MK,P00112,Electronics,2768.71,F,74,Credit Card
INV02532,C01474,2025-10-25,MK,P00038,Groceries,99.18,M,20,Cash
INV02532,C01474,2025-10-25,MK,P00390,Toys,64.94,M,20,Cash
INV02533,C00053,2024-04-14,CYB,P00016,Groceries,134.67,M,72,Mobile Payment
INV02533,C00053,2024-04-14,CYB,P00257,Groceries,51.3,M,72,Mobile Payment
INV02533,C00053,2024-04-14,CYB,P00519,Electronics,3458.33,M,72,Mobile Payment
INV02533,C00053,2024-04-14,CYB,P00066,Electronics,2255.46,M,72,Mobile Payment
INV02534,C01067,2024-01-07,TKO,P00059,Electronics,3306.16,F,25,Credit Card
INV02534,C01067,2024-01-07,TKO,P00024,Books,75.71,F,25,Credit Card
INV02534,C01067,2024-01-07,TKO,P00328,Electronics,1755.81,F,25,Credit Card
INV02535,C00162,2024-03-13,ST,P00383,Groceries,87.52,F,20,Mobile Payment
INV02535,C00162,2024-03-13,ST,P00480,Groceries,74.67,F,20,Mobile Payment
INV02535,C00162,2024-03-13,ST,P00270,Groceries,83.92,F,20,Mobile Payment
INV02535,C00162,2024-03-13,ST,P00216,Groceries,133.4,F,20,Mobile Payment
INV02536,C00717,2025-12-10,ST,P00344,Toys,54.02,F,26,Cash
INV02536,C00717,2025-12-10,ST,P00160,Electronics,2372.92,F,26,Cash
INV02536,C00717,2025-12-10,ST,P00098,Books,118.95,F,26,Cash
INV02536,C00717,2025-12-10,ST,P00232,Electronics,3319.93,F,26,Cash
INV02537,C00075,2024-06-02,TKO,P00134,Groceries,166.87,M,30,Credit Card
INV02537,C00075,2024-06-02,TKO,P00155,Electronics,2620.26,M,30,Credit Card
INV02537,C00075,2024-06-02,TKO,P00233,Groceries,112.14,M,30,Credit Card
INV02537,C00075,2024-06-02,TKO,P00055,Groceries,67.16,M,30,Credit Card
INV02537,C00075,2024-06-02,TKO,P00441,Groceries,52.62,M,30,Credit Card
INV02538,C00046,2025-07-16,MK,P00069,Books,64.36,M,18,Mobile Payment
INV02538,C00046,2025-07-16,MK,P00170,Groceries,145.15,M,18,Mobile Payment
INV02538,C00046,2025-07-16,MK,P00362,Electronics,2624.39,M,18,Mobile Payment
INV02539,C00588,2025-07-21,MK,P00392,Toys,79.41,M,21,Credit Card
INV02539,C00588,2025-07-21,MK,P00473,Books,140.91,M,21,Credit Card
INV02539,C00588,2025-07-21,MK,P00088,Electronics,3390.18,M,21,Credit Card
INV02540,C00773,2024-12-04,MK,P00423,Clothing,233.88,F,23,Credit Card
INV02540,C00773,2024-12-04,MK,P00221,Clothing,509.31,F,23,Credit Card
INV02540,C00773,2024-12-04,MK,P00072,Books,65.32,F,23,Credit Card
INV02541,C00814,2024-05-01,MK,P00495,Electronics,3006.71,M,39,Mobile Payment
INV02541,C00814,2024-05-01,MK,P00039,Electronics,2218.88,M,39,Mobile Payment
INV02541,C00814,2024-05-01,MK,P00262,Groceries,66.99,M,39,Mobile Payment
INV02541,C00814,2024-05-01,MK,P00022,Toys,68.11,M,39,Mobile Payment
INV02541,C00814,2024-05-01,MK,P00487,Groceries,130.1,M,39,Mobile Payment
INV02542,C00739,2024-09-29,MK,P00383,Groceries,87.52,F,74,Credit Card
INV02542,C00739,2024-09-29,MK,P00480,Groceries,74.67,F,74,Credit Card
INV02542,C00739,2024-09-29,MK,P00270,Groceries,83.92,F,74,Credit Card
INV02542,C00739,2024-09-29,MK,P00216,Groceries,133.4,F,74,Credit Card
INV02542,C00739,2024-09-29,MK,P00511,Electronics,4130.99,F,74,Credit Card
INV02542,C00739,2024-09-29,MK,P00062,Groceries,116.5,F,74,Credit Card
INV02543,C00559,2024-03-06,CYB,P00383,Groceries,87.52,M,30,Mobile Payment
INV02543,C00559,2024-03-06,CYB,P00480,Groceries,74.67,M,30,Mobile Payment
INV02543,C00559,2024-03-06,CYB,P00270,Groceries,83.92,M,30,Mobile Payment
INV02543,C00559,2024-03-06,CYB,P00216,Groceries,133.4,M,30,Mobile Payment
INV02543,C00559,2024-03-06,CYB,P00277,Electronics,2183.54,M,30,Mobile Payment
INV02544,C01169,2024-01-19,MK,P00059,Electronics,3306.16,F,48,Mobile Payment
INV02545,C00527,2024-10-06,CYB,P00210,Clothing,158.5,F,75,Mobile Payment
INV02545,C00527,2024-10-06,CYB,P00195,Books,106.66,F,75,Mobile Payment
INV02546,C00025,2024-05-01,MK,P00128,Clothing,232.55,F,20,Cash
INV02547,C01343,2025-05-03,ST,P00422,Toys,28.93,F,25,Credit Card
INV02547,C01343,2025-05-03,ST,P00411,Groceries,161.88,F,25,Credit Card
INV02548,C00294,2025-12-19,MK,P00383,Groceries,87.52,F,21,Cash
INV02548,C00294,2025-12-19,MK,P00480,Groceries,74.67,F,21,Cash
INV02548,C00294,2025-12-19,MK,P00270,Groceries,83.92,F,21,Cash
INV02548,C00294,2025-12-19,MK,P00216,Groceries,133.4,F,21,Cash
INV02548,C00294,2025-12-19,MK,P00098,Books,118.95,F,21,Cash
INV02548,C00294,2025-12-19,MK,P00069,Books,64.36,F,21,Cash
INV02549,C01420,2025-12-23,MK,P00401,Toys,33.44,M,51,Credit Card
INV02549,C01420,2025-12-23,MK,P00238,Groceries,87.97,M,51,Credit Card
INV02549,C01420,2025-12-23,MK,P00027,Books,91.46,M,51,Credit Card
INV02549,C01420,2025-12-23,MK,P00462,Toys,63.87,M,51,Credit Card
INV02549,C01420,2025-12-23,MK,P00279,Electronics,2331.31,M,51,Credit Card
INV02550,C01335,2025-08-21,CYB,P00535,Books,70.89,F,17,Mobile Payment
INV02550,C01335,2025-08-21,CYB,P00017,Groceries,81.79,F,17,Mobile Payment
INV02550,C01335,2025-08-21,CYB,P00036,Electronics,3039.8,F,17,Mobile Payment
INV02550,C01335,2025-08-21,CYB,P00160,Electronics,2372.92,F,17,Mobile Payment
INV02551,C00600,2024-01-14,MK,P00395,Books,123.62,M,69,Credit Card
INV02551,C00600,2024-01-14,MK,P00135,Groceries,172.0,M,69,Credit Card
INV02551,C00600,2024-01-14,MK,P00065,Clothing,622.82,M,69,Credit Card
INV02552,C01050,2025-08-17,CYB,P00456,Electronics,3794.69,M,57,Credit Card
INV02552,C01050,2025-08-17,CYB,P00251,Electronics,2399.52,M,57,Credit Card
INV02553,C00314,2024-04-06,MK,P00253,Groceries,100.81,F,40,Credit Card
INV02554,C00849,2024-05-07,MK,P00383,Groceries,87.52,F,27,Credit Card
INV02554,C00849,2024-05-07,MK,P00480,Groceries,74.67,F,27,Credit Card
INV02554,C00849,2024-05-07,MK,P00270,Groceries,83.92,F,27,Credit Card
INV02554,C00849,2024-05-07,MK,P00216,Groceries,133.4,F,27,Credit Card
INV02554,C00849,2024-05-07,MK,P00388,Electronics,904.0,F,27,Credit Card
INV02555,C01006,2025-06-22,ST,P00383,Groceries,87.52,M,42,Cash
INV02555,C01006,2025-06-22,ST,P00480,Groceries,74.67,M,42,Cash
INV02555,C01006,2025-06-22,ST,P00270,Groceries,83.92,M,42,Cash
INV02555,C01006,2025-06-22,ST,P00216,Groceries,133.4,M,42,Cash
INV02555,C01006,2025-06-22,ST,P00011,Electronics,2171.57,M,42,Cash
INV02555,C01006,2025-06-22,ST,P00037,Clothing,360.28,M,42,Cash
INV02556,C00178,2025-12-17,MK,P00053,Books,76.97,M,49,Cash
INV02556,C00178,2025-12-17,MK,P00154,Groceries,44.92,M,49,Cash
INV02556,C00178,2025-12-17,MK,P00326,Books,123.49,M,49,Cash
INV02556,C00178,2025-12-17,MK,P00177,Electronics,2774.67,M,49,Cash
INV02556,C00178,2025-12-17,MK,P00160,Electronics,2372.92,M,49,Cash
INV02557,C00615,2024-12-23,CYB,P00383,Groceries,87.52,F,48,Credit Card
INV02557,C00615,2024-12-23,CYB,P00480,Groceries,74.67,F,48,Credit Card
INV02557,C00615,2024-12-23,CYB,P00270,Groceries,83.92,F,48,Credit Card
INV02557,C00615,2024-12-23,CYB,P00216,Groceries,133.4,F,48,Credit Card
INV02557,C00615,2024-12-23,CYB,P00348,Groceries,141.53,F,48,Credit Card
INV02557,C00615,2024-12-23,CYB,P00027,Books,91.46,F,48,Credit Card
INV02558,C00386,2024-05-05,MK,P00317,Books,111.85,F,29,Cash
INV02558,C00386,2024-05-05,MK,P00152,Books,92.86,F,29,Cash
INV02558,C00386,2024-05-05,MK,P00015,Electronics,4005.4,F,29,Cash
INV02558,C00386,2024-05-05,MK,P00143,Groceries,121.4,F,29,Cash
INV02558,C00386,2024-05-05,MK,P00484,Books,121.17,F,29,Cash
INV02559,C00389,2024-03-02,CYB,P00035,Electronics,1543.32,M,58,Mobile Payment
INV02559,C00389,2024-03-02,CYB,P00418,Books,101.83,M,58,Mobile Payment
INV02559,C00389,2024-03-02,CYB,P00530,Toys,60.51,M,58,Mobile Payment
INV02559,C00389,2024-03-02,CYB,P00443,Electronics,2310.42,M,58,Mobile Payment
INV02560,C00469,2024-10-24,CYB,P00184,Toys,26.72,F,17,Cash
INV02560,C00469,2024-10-24,CYB,P00013,Books,68.85,F,17,Cash
INV02560,C00469,2024-10-24,CYB,P00153,Books,124.59,F,17,Cash
INV02560,C00469,2024-10-24,CYB,P00332,Electronics,3152.75,F,17,Cash
INV02561,C01390,2025-07-17,MK,P00383,Groceries,87.52,F,26,Mobile Payment
INV02561,C01390,2025-07-17,MK,P00480,Groceries,74.67,F,26,Mobile Payment
INV02561,C01390,2025-07-17,MK,P00270,Groceries,83.92,F,26,Mobile Payment
INV02561,C01390,2025-07-17,MK,P00216,Groceries,133.4,F,26,Mobile Payment
INV02562,C01050,2025-11-29,CYB,P00176,Electronics,2504.75,M,57,Credit Card
INV02562,C01050,2025-11-29,CYB,P00164,Groceries,139.66,M,57,Credit Card
INV02562,C01050,2025-11-29,CYB,P00102,Toys,77.82,M,57,Credit Card
INV02562,C01050,2025-11-29,CYB,P00350,Books,114.94,M,57,Credit Card
